timestamp,train_id,wagon_id,axle_id,track_km,speed_kmh,load_ton,vib_x_rms_g,vib_y_rms_g,vib_z_rms_g,vib_peak_g,vib_kurtosis,vib_crest_factor,vib_dom_freq_hz,acoustic_rms,acoustic_peak_freq_hz,axle_box_temp_c,brake_temp_c,motor_temp_c,ambient_temp_c,motor_current_a,motor_voltage_v,humidity_pct,fault_type,fault_severity
2026-08-14 16:38:06,T3,W3,A2,4.679,58.9,35.4,0.0648,0.0577,0.0956,0.1764,2.6963,2.8842,2.0512,0.0213,544.136,43.0892,38.5034,47.5586,24.0209,127.5794,751.3363,45.313,normal,none
2026-08-14 16:38:06,T3,W4,A1,10.915,63.7,20.3,0.0759,0.0772,0.1162,0.2105,3.3153,2.7457,2.4401,0.0184,561.6066,39.6037,43.4832,55.7979,21.8066,128.7147,754.6031,48.8627,normal,none
2026-08-14 16:38:06,T3,W4,A2,11.438,61.7,34.3,0.0594,0.077,0.0803,0.2028,3.1065,2.7131,2.0805,0.0228,538.5548,39.8044,41.2551,53.4943,22.5154,134.6666,744.6952,43.9862,normal,none
2026-08-14 16:38:08,T1,W1,A1,10.643,58.6,39.9,0.0651,0.0785,0.0985,0.1891,2.9565,2.7424,2.0865,0.019,497.8711,38.0888,37.9658,58.3254,28.3714,121.7427,751.6201,41.199,normal,none
2026-08-14 16:38:08,T1,W1,A2,9.799,63.3,32.7,0.071,0.0591,0.0869,0.1692,2.835,2.8805,1.668,0.0187,557.1373,37.1276,42.0145,49.2478,23.4441,125.9747,751.4989,39.8261,normal,none
2026-08-14 16:38:08,T1,W2,A1,1.877,61.3,28.0,0.0599,0.0746,0.1156,0.2049,3.038,2.6613,1.9143,0.0204,544.1335,37.0658,41.2036,56.94,24.1505,128.0323,750.6048,44.5205,normal,none
2026-08-14 16:38:08,T1,W2,A2,9.786,55.6,35.9,0.0646,0.0783,0.1022,0.2084,3.1577,2.8038,1.6476,0.0181,534.6271,37.3979,34.3034,53.7399,22.3458,136.4883,754.353,46.1368,normal,none
2026-08-14 16:38:08,T1,W3,A1,6.039,61.1,38.9,0.067,0.0767,0.1099,0.2132,3.2393,2.8594,1.4003,0.0193,547.0822,39.9079,39.4555,48.7465,25.3488,128.6278,745.6963,50.2196,normal,none
2026-08-14 16:38:08,T1,W3,A2,9.476,61.3,33.5,0.0632,0.0589,0.0971,0.1565,3.1959,2.5881,1.405,0.0217,482.5335,34.2248,37.8588,58.7104,24.3509,130.238,749.8956,43.9275,normal,none
2026-08-14 16:38:08,T1,W4,A1,10.016,61.2,39.5,0.0667,0.0606,0.1035,0.1643,3.1004,2.8526,1.8411,0.0175,548.4151,36.3875,43.1224,56.171,25.8645,123.3077,749.1739,41.3949,normal,none
2026-08-14 16:38:08,T1,W4,A2,10.82,58.5,21.1,0.0691,0.0625,0.0712,0.1459,2.985,2.5508,1.449,0.0207,508.0751,37.2329,42.8298,53.2436,24.3693,134.3889,745.4153,42.4949,normal,none
2026-08-14 16:38:08,T2,W1,A1,11.147,59.2,23.9,0.0649,0.0762,0.1038,0.1984,2.8701,2.7397,2.4407,0.021,449.392,39.7275,38.9309,52.6016,22.4963,128.9784,749.5504,43.1151,normal,none
2026-08-14 16:38:08,T2,W1,A2,4.879,57.7,34.2,0.0701,0.0712,0.1159,0.1629,3.3999,2.9423,1.6336,0.0243,524.3524,37.1588,39.2645,59.0092,24.8522,118.2658,747.8965,48.5758,normal,none
2026-08-14 16:38:08,T2,W2,A1,3.227,62.9,37.9,0.0717,0.0693,0.0964,0.9323,2.9327,2.9148,2.2584,0.0788,1318.6675,38.426,38.1136,49.9005,22.7833,151.0558,754.9497,48.2721,rail_crack,moderate
2026-08-14 16:38:08,T2,W2,A2,7.338,66.8,28.0,0.0775,0.0784,0.0738,0.2242,2.9518,2.7421,1.8485,0.0183,518.6024,39.3244,41.1797,51.7873,23.8779,140.7812,747.1199,43.4336,normal,none
2026-08-14 16:38:08,T2,W3,A1,9.757,61.8,39.5,0.0604,0.0848,0.0916,0.1864,2.8919,2.6409,2.285,0.0224,535.3238,39.2059,38.3856,52.4307,24.7446,129.6046,745.2769,47.7454,normal,none
2026-08-14 16:38:08,T2,W3,A2,2.111,56.1,21.0,0.0632,0.0629,0.0847,0.193,3.1786,2.843,2.3063,0.0247,444.8297,37.0782,37.8503,55.0711,22.1363,124.6446,755.1631,47.8,normal,none
2026-08-14 16:38:08,T2,W4,A1,8.033,56.5,27.9,0.0576,0.0745,0.0855,0.1612,2.7872,2.6576,2.3292,0.0182,474.7629,35.4804,37.5445,54.0286,24.6667,131.8372,748.6304,48.7198,normal,none
2026-08-14 16:38:08,T2,W4,A2,3.161,65.4,35.5,0.0736,0.0823,0.0879,0.5859,2.5216,2.8337,1.9377,0.0632,1023.9085,35.991,41.4519,60.1085,21.9586,129.1947,743.0384,50.5028,rail_crack,moderate
2026-08-14 16:38:08,T3,W1,A1,3.655,60.5,22.5,0.0824,0.0876,0.1068,0.1971,2.8702,2.8591,2.1647,0.0209,483.8921,40.7484,42.0452,47.1642,24.5964,130.1117,746.7043,39.7581,normal,none
2026-08-14 16:38:08,T3,W1,A2,7.921,58.7,26.3,0.0768,0.0651,0.1009,0.1814,3.3563,2.9767,1.6885,0.0273,573.6085,36.6253,35.939,55.4474,26.3708,133.8667,755.932,46.9414,normal,none
2026-08-14 16:38:08,T3,W2,A1,4.054,62.6,30.8,0.0775,0.068,0.0955,0.1438,3.0148,2.8025,2.165,0.0207,595.6084,40.4332,37.9903,59.2126,23.5617,134.4591,744.8916,39.8793,normal,none
