timestamp,line_id,train_id,wagon_id,axle_id,track_km,speed_kmh,load_ton,lat,lon,next_station,at_station,vib_x_rms_g,vib_y_rms_g,vib_z_rms_g,vib_peak_g,vib_kurtosis,vib_crest_factor,vib_dom_freq_hz,acoustic_rms,acoustic_peak_freq_hz,axle_box_temp_c,brake_temp_c,motor_temp_c,ambient_temp_c,motor_current_a,motor_voltage_v,humidity_pct,fault_type,fault_severity
2026-08-14 10:44:00,T1,T1-08,V1,A1,14.381,7.2,39.4,41.0152,28.8775,Akıncılar,False,0.0215,0.027,0.0409,0.0908,2.87,2.7113,2.0081,0.0099,562.7296,33.6069,39.4748,61.6977,23.3992,180.5868,753.6811,50.6361,normal,none
2026-08-14 10:44:00,T1,T1-08,V1,A2,14.381,7.2,36.4,41.0152,28.8775,Akıncılar,False,0.0182,0.025,0.0456,0.0897,3.1743,2.8953,2.0629,0.0087,529.8585,33.8266,41.3784,64.4744,21.9479,155.3912,747.1165,54.8183,normal,none
2026-08-14 10:44:00,T1,T1-08,V2,A1,14.381,7.2,26.2,41.0152,28.8775,Akıncılar,False,0.0265,0.0252,0.0371,0.0669,2.8745,2.8754,1.887,0.0097,580.385,39.14,40.4259,60.8959,25.7915,121.4178,743.6363,55.9707,normal,none
2026-08-14 10:44:00,T1,T1-08,V2,A2,14.381,7.2,24.6,41.0152,28.8775,Akıncılar,False,0.0187,0.0226,0.0406,0.0732,2.8269,2.6935,1.7742,0.0091,571.4956,31.5183,34.9775,62.8332,23.1763,123.0627,747.0395,42.2958,normal,none
2026-08-14 10:44:02,M1A,M1A-03,V1,A1,1.764,14.4,38.2,40.9893,28.8368,Ataköy - Şirinevler,False,0.0222,0.0227,0.0459,0.0823,3.1456,2.7981,2.3576,0.0139,502.0914,34.026,42.9605,68.145,21.5801,167.6269,749.8567,50.2158,normal,none
2026-08-14 10:44:02,M1A,M1A-03,V1,A2,1.764,14.4,26.4,40.9893,28.8368,Ataköy - Şirinevler,False,0.0231,0.0274,0.0499,0.0575,3.2008,2.7368,2.1079,0.0125,517.2453,38.2685,32.2449,58.9362,24.5974,137.56,750.8428,45.9357,normal,none
2026-08-14 10:44:02,M1A,M1A-03,V2,A1,1.764,14.4,31.0,40.9893,28.8368,Ataköy - Şirinevler,False,0.0366,0.0289,0.0435,0.085,2.8149,2.8515,1.6005,0.0112,524.4197,35.3228,40.764,63.0596,25.3644,144.3384,735.7866,40.8919,normal,none
2026-08-14 10:44:02,M1A,M1A-03,V2,A2,1.764,14.4,27.6,40.9893,28.8368,Ataköy - Şirinevler,False,0.0267,0.0305,0.0374,0.0929,2.9505,2.6511,2.3645,0.0121,498.6878,36.8519,43.7543,64.3617,25.2584,140.4853,744.5689,37.7771,normal,none
2026-08-14 10:44:02,M2,M2-01,V1,A1,2.295,14.4,32.9,41.0225,28.9665,Şişhane - Zemin İstanbul,False,0.0248,0.0263,0.0385,0.069,3.0974,2.7296,2.2917,0.0126,522.3266,37.0508,39.7045,62.2938,23.8804,141.9771,742.7644,38.3865,normal,none
2026-08-14 10:44:02,M2,M2-01,V1,A2,2.295,14.4,33.2,41.0225,28.9665,Şişhane - Zemin İstanbul,False,0.0327,0.0304,0.0396,0.0878,3.0497,2.6262,2.106,0.0095,486.1691,38.4101,41.7431,58.267,23.5899,154.595,753.7204,41.7462,normal,none
2026-08-14 10:44:02,M2,M2-01,V2,A1,2.295,14.4,34.7,41.0225,28.9665,Şişhane - Zemin İstanbul,False,0.0243,0.0237,0.0429,0.0747,2.8411,2.8527,1.8436,0.011,423.1481,33.01,43.5121,62.3751,22.9241,162.8584,758.08,46.2582,normal,none
2026-08-14 10:44:02,M2,M2-01,V2,A2,2.295,14.4,35.8,41.0225,28.9665,Şişhane - Zemin İstanbul,False,0.0247,0.0193,0.0376,0.0564,2.6587,2.8149,1.8183,0.0086,502.7044,35.8661,41.4927,64.9959,23.9137,164.8065,754.5346,45.3119,normal,none
2026-08-14 10:44:02,M3,M3-06,V1,A1,9.01,14.4,29.2,41.0977,28.7912,Şehir Hastanesi,False,0.033,0.0298,0.0407,0.0789,3.1686,2.7973,2.2661,0.0122,527.7839,35.2233,34.646,63.9401,23.2503,135.0312,750.5639,46.7755,normal,none
2026-08-14 10:44:02,M3,M3-06,V1,A2,9.01,14.4,30.8,41.0977,28.7912,Şehir Hastanesi,False,0.0209,0.0399,0.0392,0.0936,3.2135,2.8085,2.4536,0.0107,431.6279,36.6297,37.0796,64.7528,23.4915,154.3614,749.2358,48.2114,normal,none
2026-08-14 10:44:02,M3,M3-06,V2,A1,9.01,14.4,30.4,41.0977,28.7912,Şehir Hastanesi,False,0.0294,0.0323,0.0336,0.0929,2.8698,2.7755,2.629,0.0142,451.8253,33.2244,40.1977,59.7085,24.234,145.3532,740.5349,60.2389,normal,none
2026-08-14 10:44:02,M3,M3-06,V2,A2,9.01,14.4,35.3,41.0977,28.7912,Şehir Hastanesi,False,0.0314,0.0322,0.0407,0.1012,3.1575,2.738,2.0936,0.0134,485.8728,35.1455,43.7448,67.0215,24.9324,159.2489,749.823,48.5304,normal,none
2026-08-14 10:44:02,M4,M4-02,V1,A1,6.851,14.4,29.0,40.9846,29.0905,Kozyatağı,False,0.0286,0.018,0.0347,0.0907,3.1491,2.5555,2.3412,0.0185,557.0338,33.3797,40.4959,64.6983,23.6998,145.878,755.7341,42.3124,normal,none
2026-08-14 10:44:02,M4,M4-02,V1,A2,6.851,14.4,27.6,40.9846,29.0905,Kozyatağı,False,0.0248,0.0303,0.0385,0.0839,3.0097,2.5819,2.1612,0.0098,513.9882,34.9526,36.431,63.4283,26.1053,125.582,754.7793,41.6364,normal,none
2026-08-14 10:44:02,M4,M4-02,V2,A1,6.851,14.4,33.3,40.9846,29.0905,Kozyatağı,False,0.0266,0.0347,0.0433,0.0821,3.1212,3.0033,1.5612,0.0076,424.6829,34.8611,41.4206,69.8094,22.1824,162.0747,747.7747,48.6312,normal,none
2026-08-14 10:44:02,M4,M4-02,V2,A2,6.851,14.4,35.4,40.9846,29.0905,Kozyatağı,False,0.0353,0.0263,0.0488,0.0823,3.1372,2.7208,2.6988,0.015,486.2708,37.1718,46.1699,69.7639,23.8099,153.2798,757.229,40.8997,normal,none
2026-08-14 10:44:02,M5,M5-04,V1,A1,6.07,14.4,25.5,41.0216,29.1182,Yamanevler,False,0.0305,0.0222,0.0472,0.0984,2.7727,2.9441,2.0747,0.0124,545.6293,34.6353,37.7766,68.9885,25.6205,121.2295,754.1473,42.4206,normal,none
2026-08-14 10:44:02,M5,M5-04,V1,A2,6.07,14.4,29.4,41.0216,29.1182,Yamanevler,False,0.0213,0.0373,0.0393,0.0618,3.0762,2.7945,2.0418,0.0117,561.0852,36.2508,38.9216,64.3606,23.4346,139.1881,735.8666,31.2221,normal,none
2026-08-14 10:44:02,M5,M5-04,V2,A1,6.07,14.4,21.4,41.0216,29.1182,Yamanevler,False,0.0253,0.0325,0.0393,0.1059,3.1805,2.9716,2.4279,0.0147,368.4498,32.3697,35.6264,59.4414,25.4133,119.2404,754.1615,42.9636,normal,none
2026-08-14 10:44:02,M5,M5-04,V2,A2,6.07,14.4,22.3,41.0216,29.1182,Yamanevler,False,0.0239,0.03,0.0252,0.0707,2.9902,2.5509,1.9985,0.0082,494.357,35.619,41.6863,67.7582,25.3449,123.6943,746.4657,48.7345,normal,none
2026-08-14 10:44:02,M7,M7-05,V1,A1,11.384,14.4,24.8,41.0791,28.9498,Nurtepe,False,0.0301,0.0335,0.0452,0.1002,3.0548,2.9172,2.3772,0.009,503.372,38.5445,38.8014,56.7603,22.8726,128.936,748.5601,52.8831,normal,none
2026-08-14 10:44:02,M7,M7-05,V1,A2,11.384,14.4,31.0,41.0791,28.9498,Nurtepe,False,0.0359,0.0254,0.0504,0.0847,2.7782,3.023,2.4608,0.0121,456.7598,37.4216,42.129,68.1825,24.4044,147.7375,744.7182,38.2304,normal,none
2026-08-14 10:44:02,M7,M7-05,V2,A1,11.384,14.4,34.4,41.0791,28.9498,Nurtepe,False,0.0306,0.0254,0.0458,0.0908,2.7421,2.8045,2.3869,0.0141,561.6872,37.952,38.2544,69.7683,27.4568,150.7275,757.0637,51.4245,normal,none
2026-08-14 10:44:02,M7,M7-05,V2,A2,11.384,14.4,23.4,41.0791,28.9498,Nurtepe,False,0.0246,0.0226,0.0266,0.0747,2.9799,2.6967,1.9932,0.01,485.9482,35.7329,38.4543,59.7828,25.7149,115.3614,752.5862,39.8946,normal,none
2026-08-14 10:44:02,M8,M8-07,V1,A1,4.748,14.4,31.2,40.9921,29.1532,Kayışdağı,False,0.0305,0.0191,0.0363,0.0799,2.9455,2.6698,1.7272,0.0119,497.4208,36.4574,40.6835,60.71,24.4288,155.1823,742.9247,39.8704,normal,none
2026-08-14 10:44:02,M8,M8-07,V1,A2,4.748,14.4,38.7,40.9921,29.1532,Kayışdağı,False,0.0367,0.0191,0.0397,0.1042,3.0654,2.7112,2.4841,0.0101,483.0861,31.078,43.3921,65.5384,23.188,171.6265,742.2226,44.6226,normal,none
2026-08-14 10:44:02,M8,M8-07,V2,A1,4.748,14.4,29.3,40.9921,29.1532,Kayışdağı,False,0.023,0.0298,0.0399,0.0678,2.8535,2.7603,2.1367,0.0087,511.0119,34.8046,39.8566,60.1009,22.0734,146.7224,751.9068,49.3826,normal,none
2026-08-14 10:44:02,M8,M8-07,V2,A2,4.748,14.4,30.3,40.9921,29.1532,Kayışdağı,False,0.0302,0.0179,0.042,0.0994,3.1747,2.9982,1.8381,0.0087,524.9541,36.0276,39.5387,58.6203,23.1011,151.6477,755.5253,41.6127,normal,none
2026-08-14 10:44:02,T1,T1-08,V1,A1,14.389,14.4,39.7,41.0153,28.8774,Akıncılar,False,0.0246,0.0319,0.0418,0.0818,2.9872,2.6649,2.3964,0.0116,449.1622,34.2092,35.1415,67.8234,23.5926,179.1004,747.4092,49.9735,normal,none
2026-08-14 10:44:02,T1,T1-08,V1,A2,14.389,14.4,36.6,41.0153,28.8774,Akıncılar,False,0.0242,0.0205,0.0424,0.0712,2.6764,2.9015,3.1776,0.0113,561.7017,34.4252,40.5243,61.5259,22.4457,155.7322,748.9821,46.9214,normal,none
2026-08-14 10:44:02,T1,T1-08,V2,A1,14.389,14.4,26.8,41.0153,28.8774,Akıncılar,False,0.0242,0.0381,0.0413,0.0936,3.3114,2.8015,2.3234,0.0125,504.854,36.2696,40.8795,59.0818,23.558,127.5047,752.428,30.5722,normal,none
2026-08-14 10:44:02,T1,T1-08,V2,A2,14.389,14.4,24.6,41.0153,28.8774,Akıncılar,False,0.0194,0.028,0.0366,0.0786,3.4475,2.2098,2.7198,0.0083,551.8806,32.0773,44.5203,66.0919,25.1664,123.0957,750.9682,57.564,normal,none
2026-08-14 10:44:04,M1A,M1A-03,V1,A1,1.776,21.6,38.7,40.9894,28.837,Ataköy - Şirinevler,False,0.0271,0.0269,0.0475,0.102,2.8303,2.7133,3.0007,0.0134,458.1848,39.2166,36.1979,60.9014,23.6237,176.9373,747.7743,47.0257,normal,none
2026-08-14 10:44:04,M1A,M1A-03,V1,A2,1.776,21.6,25.8,40.9894,28.837,Ataköy - Şirinevler,False,0.0347,0.0246,0.0441,0.0819,2.2795,2.5651,2.0124,0.0133,525.0026,34.6267,44.102,66.6605,23.4532,137.4249,754.8363,36.0734,normal,none
2026-08-14 10:44:04,M1A,M1A-03,V2,A1,1.776,21.6,30.9,40.9894,28.837,Ataköy - Şirinevler,False,0.0352,0.0231,0.0454,0.0873,2.9285,2.7268,2.2641,0.0143,538.5811,34.4309,43.2666,60.0429,22.9723,139.6443,751.2491,41.7999,normal,none
2026-08-14 10:44:04,M1A,M1A-03,V2,A2,1.776,21.6,27.1,40.9894,28.837,Ataköy - Şirinevler,False,0.0348,0.0377,0.0584,0.0915,3.0328,2.645,2.1819,0.0159,523.708,34.9302,41.3602,66.6944,24.6318,134.1082,755.4893,41.2747,normal,none
2026-08-14 10:44:04,M2,M2-01,V1,A1,2.307,21.6,32.3,41.0226,28.9666,Şişhane - Zemin İstanbul,False,0.0341,0.0276,0.0439,0.1107,2.9287,2.9106,2.1519,0.013,452.4989,35.4019,42.5209,57.0609,24.6516,155.7161,747.0293,37.7697,normal,none
2026-08-14 10:44:04,M2,M2-01,V1,A2,2.307,21.6,33.0,41.0226,28.9666,Şişhane - Zemin İstanbul,False,0.0319,0.035,0.0476,0.0845,3.3509,2.7852,2.4901,0.0121,555.3254,37.2237,40.944,59.3846,25.641,161.0514,755.0747,45.1851,normal,none
2026-08-14 10:44:04,M2,M2-01,V2,A1,2.307,21.6,35.1,41.0226,28.9666,Şişhane - Zemin İstanbul,False,0.0294,0.0324,0.0462,0.099,3.1929,2.5796,2.165,0.0124,451.4921,36.5396,40.6521,64.286,23.396,170.9636,751.0831,44.2489,normal,none
2026-08-14 10:44:04,M2,M2-01,V2,A2,2.307,21.6,35.3,41.0226,28.9666,Şişhane - Zemin İstanbul,False,0.0191,0.0299,0.0548,0.0883,3.1002,2.8347,2.2425,0.0143,477.0434,35.0932,38.4867,60.576,22.4919,160.8659,750.3192,43.091,normal,none
2026-08-14 10:44:04,M3,M3-06,V1,A1,9.022,21.6,29.8,41.0978,28.791,Şehir Hastanesi,False,0.0368,0.0333,0.0533,0.0998,2.937,2.6116,2.8151,0.0129,465.0663,37.6549,40.5797,62.3443,20.4641,150.7334,752.5116,51.8057,normal,none
2026-08-14 10:44:04,M3,M3-06,V1,A2,9.022,21.6,30.4,41.0978,28.791,Şehir Hastanesi,False,0.0329,0.0261,0.0419,0.0944,3.3299,3.1914,2.1732,0.0145,410.6183,37.568,40.7598,65.7612,22.5331,150.1731,754.3235,48.9901,normal,none
2026-08-14 10:44:04,M3,M3-06,V2,A1,9.022,21.6,30.2,41.0978,28.791,Şehir Hastanesi,False,0.0315,0.0324,0.0586,0.0941,2.6392,3.0409,2.4916,0.015,427.9596,35.0443,38.9083,59.7817,21.9174,146.6298,748.4275,31.7159,normal,none
2026-08-14 10:44:04,M3,M3-06,V2,A2,9.022,21.6,34.7,41.0978,28.791,Şehir Hastanesi,False,0.0322,0.021,0.0465,0.093,3.0026,2.6666,2.3315,0.014,538.0404,34.5917,40.5084,64.6848,23.6341,167.7427,746.1971,42.1464,normal,none
2026-08-14 10:44:04,M4,M4-02,V1,A1,6.863,21.6,29.3,40.9846,29.0906,Kozyatağı,False,0.0286,0.0316,0.0558,0.084,3.1661,2.6069,2.2524,0.0121,456.5539,33.2642,36.1323,56.5924,22.7587,139.1805,749.7576,51.6894,normal,none
2026-08-14 10:44:04,M4,M4-02,V1,A2,6.863,21.6,28.5,40.9846,29.0906,Kozyatağı,False,0.0242,0.0333,0.048,0.1156,3.0851,2.5319,2.465,0.0139,432.0023,31.8657,34.6074,64.7626,23.6042,147.7954,756.4211,48.5505,normal,none
2026-08-14 10:44:04,M4,M4-02,V2,A1,6.863,21.6,32.8,40.9846,29.0906,Kozyatağı,False,0.0255,0.0378,0.0409,0.0778,3.2296,2.8877,2.8336,0.0165,528.2577,33.6646,35.6513,60.2983,26.5079,158.1361,748.3788,49.3026,normal,none
2026-08-14 10:44:04,M4,M4-02,V2,A2,6.863,21.6,34.6,40.9846,29.0906,Kozyatağı,False,0.032,0.0277,0.0576,0.0936,2.8506,3.0081,2.3859,0.012,475.8816,36.5019,42.9707,72.6609,25.8867,162.9663,756.123,50.0004,normal,none
2026-08-14 10:44:04,M5,M5-04,V1,A1,6.082,21.6,26.0,41.0216,29.1181,Yamanevler,False,0.03,0.0326,0.054,0.0962,2.8137,2.7144,2.4902,0.0144,504.7548,37.6479,38.9841,65.1639,23.7512,128.6785,747.2295,47.4291,normal,none
2026-08-14 10:44:04,M5,M5-04,V1,A2,6.082,21.6,28.4,41.0216,29.1181,Yamanevler,False,0.0396,0.0326,0.0485,0.098,3.0301,3.0242,2.5225,0.0143,410.9694,36.998,44.844,67.4436,24.7607,141.6808,742.9886,36.3045,normal,none
2026-08-14 10:44:04,M5,M5-04,V2,A1,6.082,21.6,22.0,41.0216,29.1181,Yamanevler,False,0.0346,0.0298,0.0386,0.073,2.5821,2.8433,2.3642,0.0109,619.8526,35.6516,38.3176,62.9381,26.177,123.6233,734.6352,41.5684,normal,none
2026-08-14 10:44:04,M5,M5-04,V2,A2,6.082,21.6,22.7,41.0216,29.1181,Yamanevler,False,0.0275,0.0266,0.048,0.1049,3.139,2.8009,2.8183,0.0148,457.5356,37.4947,41.0653,58.5838,24.4055,131.7011,757.4367,50.9303,normal,none
2026-08-14 10:44:04,M7,M7-05,V1,A1,11.396,21.6,24.9,41.0791,28.9499,Nurtepe,False,0.0343,0.0244,0.0394,0.0917,2.7507,2.8015,2.335,0.0168,492.6984,37.6135,40.9561,62.5385,26.5016,128.9211,748.6577,39.1608,normal,none
2026-08-14 10:44:04,M7,M7-05,V1,A2,11.396,21.6,31.0,41.0791,28.9499,Nurtepe,False,0.0269,0.0351,0.057,0.1128,2.9373,2.6371,2.5615,0.0135,427.2057,31.4696,38.524,68.345,23.5697,144.5868,744.0333,39.5789,normal,none
2026-08-14 10:44:04,M7,M7-05,V2,A1,11.396,21.6,33.3,41.0791,28.9499,Nurtepe,False,0.0321,0.0261,0.037,0.0918,3.0271,2.8739,2.5154,0.0118,525.6975,40.5727,42.1093,62.9869,25.0231,163.8665,753.3595,41.6313,normal,none
2026-08-14 10:44:04,M7,M7-05,V2,A2,11.396,21.6,23.0,41.0791,28.9499,Nurtepe,False,0.0316,0.0242,0.0453,0.1014,3.3297,2.7077,2.4845,0.0138,523.083,30.8462,37.7264,64.0597,24.1246,120.0323,747.191,46.9898,normal,none
2026-08-14 10:44:04,M8,M8-07,V1,A1,4.76,21.6,30.7,40.992,29.1531,Kayışdağı,False,0.0332,0.032,0.0469,0.1158,2.8173,2.8645,2.4152,0.0167,419.024,38.255,39.5634,59.0797,24.2546,153.9234,746.1333,38.9059,normal,none
2026-08-14 10:44:04,M8,M8-07,V1,A2,4.76,21.6,38.2,40.992,29.1531,Kayışdağı,False,0.0366,0.0195,0.0388,0.1221,3.0037,2.9837,2.5146,0.0122,439.0984,36.8334,45.8404,64.5038,22.4253,176.8045,750.3229,54.7718,normal,none
2026-08-14 10:44:04,M8,M8-07,V2,A1,4.76,21.6,28.8,40.992,29.1531,Kayışdağı,False,0.0314,0.0307,0.0462,0.1103,3.0369,2.5339,2.9923,0.0122,513.6755,31.0802,39.1382,66.9035,21.7547,146.9896,749.2686,43.9873,normal,none
2026-08-14 10:44:04,M8,M8-07,V2,A2,4.76,21.6,30.5,40.992,29.1531,Kayışdağı,False,0.0341,0.036,0.0413,0.0708,3.2615,3.089,2.7481,0.015,599.8084,38.1791,38.855,55.0167,24.1614,149.9629,754.789,46.4704,normal,none
2026-08-14 10:44:04,T1,T1-08,V1,A1,14.401,21.6,39.9,41.0153,28.8772,Akıncılar,False,0.0249,0.0403,0.0382,0.1057,2.9606,2.7274,2.773,0.0115,543.7695,35.4987,38.9379,61.4813,24.7649,174.975,750.0536,44.1154,normal,none
2026-08-14 10:44:04,T1,T1-08,V1,A2,14.401,21.6,36.3,41.0153,28.8772,Akıncılar,False,0.0331,0.0336,0.0513,0.0746,3.0236,2.9548,2.4615,0.0111,500.7531,38.7012,37.4073,74.3018,25.4915,163.2765,741.6063,34.788,normal,none
